job_id,title,company,location,salary_min,salary_max,salary_raw,experience_years,skills_raw,education,posted_date,source,salary_avg,has_sql,has_power_bi,has_excel,has_python,has_tableau,has_fabric,has_etl,has_dashboard,has_statistics,exp_bucket,salary_bucket
BDJ-1226,Data Analyst - Power BI,Rokomari,Dhaka,20000.0,35000.0,Tk. 20000-35000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-09-14,bdjobs,27500.0,1,1,0,0,0,1,0,1,0,Mid (2-3),25-35k
BDJ-1227,Data Analyst,Well Group,Dhaka,40000.0,55000.0,Tk. 40000-55000,2,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-20,linkedin,47500.0,1,1,1,0,0,0,0,0,0,Mid (2-3),35-50k
BDJ-1228,BI Analyst,ACI,Sylhet,,,Negotiable,3,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-31,bdjobs,,1,1,1,0,0,0,0,0,0,Mid (2-3),Negotiable
BDJ-1229,Data Analyst,Grameenphone,Dhaka,,,Negotiable,2,"SQL, Python, Tableau, Excel",MSc,2026-09-05,linkedin,,1,0,1,1,1,0,0,0,0,Mid (2-3),Negotiable
BDJ-1230,Sales Data Analyst,ACI,Dhaka,40000.0,50000.0,Tk. 40000-50000,4,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-09-14,linkedin,45000.0,1,0,1,1,1,0,0,0,0,Senior (4+),35-50k
BDJ-1231,MIS Executive,BRAC Bank,Chittagong,,,Negotiable,3,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-08-29,careerjet,,1,1,0,0,0,1,0,1,0,Mid (2-3),Negotiable
BDJ-1232,BI Analyst,Daraz,Chittagong,50000.0,60000.0,Tk. 50000-60000,1,"SQL, Excel, Power BI, Looker",MSc,2026-08-23,bdjobs,55000.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),50-70k
BDJ-1233,Growth Data Analyst,PalmPay,Dhaka,40000.0,50000.0,Tk. 40000-50000,5,"SQL, Python, Tableau, Excel",BBA/MBA,2026-09-05,bdjobs,45000.0,1,0,1,1,1,0,0,0,0,Senior (4+),35-50k
BDJ-1234,Sales Data Analyst,Foodpanda,Chittagong,25000.0,40000.0,Tk. 25000-40000,1,"Excel, SQL, Dashboard, ETL",MSc,2026-08-21,careerjet,32500.0,1,0,1,0,0,0,1,1,0,Fresher (0-1),25-35k
BDJ-1235,MIS Executive,Well Group,Sylhet,50000.0,60000.0,Tk. 50000-60000,4,"Python, SQL, Statistics, Power BI",MSc,2026-09-10,bdjobs,55000.0,1,1,0,1,0,0,0,0,1,Senior (4+),50-70k
BDJ-1236,Junior Data Analyst,bKash,Dhaka,25000.0,45000.0,Tk. 25000-45000,3,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-09-15,linkedin,35000.0,1,0,1,0,0,0,1,1,0,Mid (2-3),35-50k
BDJ-1237,Sales Data Analyst,BRAC Bank,Dhaka,50000.0,65000.0,Tk. 50000-65000,5,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-09-04,bdjobs,57500.0,1,0,1,0,0,0,1,1,0,Senior (4+),50-70k
BDJ-1238,BI Analyst,PalmPay,Dhaka,25000.0,40000.0,Tk. 25000-40000,5,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-08-12,bdjobs,32500.0,1,1,0,0,0,1,0,1,0,Senior (4+),25-35k
BDJ-1239,Sales Data Analyst,Banglalink,Remote,35000.0,45000.0,Tk. 35000-45000,3,"SQL, Excel, Power BI, Looker",MSc,2026-08-05,linkedin,40000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),35-50k
BDJ-1240,Data Analyst - Power BI,Grameenphone,Dhaka,,,Negotiable,2,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-08-31,bdjobs,,1,0,1,1,1,0,0,0,0,Mid (2-3),Negotiable
BDJ-1241,MIS Executive,Pathao,Chittagong,35000.0,50000.0,Tk. 35000-50000,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-15,careerjet,42500.0,1,1,0,0,0,1,0,1,0,Mid (2-3),35-50k
BDJ-1242,Business Intelligence Analyst,PalmPay,Dhaka,18000.0,28000.0,Tk. 18000-28000,4,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-03,linkedin,23000.0,1,0,1,0,0,0,1,1,0,Senior (4+),15-25k
BDJ-1243,Data Analyst,BRAC Bank,Dhaka,,,Negotiable,3,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-09-09,linkedin,,1,1,1,0,0,0,0,0,0,Mid (2-3),Negotiable
BDJ-1244,MIS Executive,Rokomari,Dhaka,,,Negotiable,2,"Excel, SQL, Dashboard, ETL",MSc,2026-08-26,bdjobs,,1,0,1,0,0,0,1,1,0,Mid (2-3),Negotiable
BDJ-1245,MIS Executive,Daraz,Dhaka,25000.0,40000.0,Tk. 25000-40000,4,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-08-07,bdjobs,32500.0,1,1,1,0,0,0,0,0,0,Senior (4+),25-35k
BDJ-1246,BI Analyst,Chaldal,Dhaka,20000.0,30000.0,Tk. 20000-30000,2,"Python, SQL, Statistics, Power BI",MSc,2026-08-29,careerjet,25000.0,1,1,0,1,0,0,0,0,1,Mid (2-3),25-35k
BDJ-1247,Data Analyst,ACI,Dhaka,40000.0,60000.0,Tk. 40000-60000,2,"SQL, Python, Tableau, Excel",MSc,2026-08-31,bdjobs,50000.0,1,0,1,1,1,0,0,0,0,Mid (2-3),50-70k
BDJ-1248,Junior Data Analyst,Foodpanda,Chittagong,20000.0,35000.0,Tk. 20000-35000,5,"SQL, Python, Tableau, Excel",MSc,2026-09-02,careerjet,27500.0,1,0,1,1,1,0,0,0,0,Senior (4+),25-35k
BDJ-1249,Data Analyst - Power BI,ACI,Dhaka,18000.0,38000.0,Tk. 18000-38000,1,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-09-09,careerjet,28000.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),25-35k
BDJ-1250,Junior Data Analyst,Foodpanda,Chittagong,20000.0,40000.0,Tk. 20000-40000,5,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-05,bdjobs,30000.0,1,0,1,0,0,0,1,1,0,Senior (4+),25-35k
BDJ-1251,Growth Data Analyst,Well Group,Dhaka,35000.0,55000.0,Tk. 35000-55000,1,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-13,bdjobs,45000.0,1,1,0,1,0,0,0,0,1,Fresher (0-1),35-50k
BDJ-1252,Growth Data Analyst,Pathao,Dhaka,,,Negotiable,5,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-15,bdjobs,,1,0,1,1,1,0,0,0,0,Senior (4+),Negotiable
BDJ-1253,MIS Executive,Banglalink,Chittagong,40000.0,50000.0,Tk. 40000-50000,3,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-30,bdjobs,45000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),35-50k
BDJ-1254,Business Intelligence Analyst,Daraz,Dhaka,18000.0,33000.0,Tk. 18000-33000,2,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-09-03,bdjobs,25500.0,1,0,1,0,0,0,1,1,0,Mid (2-3),25-35k
BDJ-1255,Data Analyst,Foodpanda,Dhaka,,,Negotiable,1,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-09-09,linkedin,,1,1,1,0,0,0,0,0,0,Fresher (0-1),Negotiable
BDJ-1256,Data Analyst,bKash,Dhaka,20000.0,35000.0,Tk. 20000-35000,1,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-20,bdjobs,27500.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),25-35k
BDJ-1257,MIS Executive,BRAC Bank,Dhaka,,,Negotiable,2,"SQL, Power BI, Excel",MSc,2026-09-03,bdjobs,,1,1,1,0,0,0,0,0,0,Mid (2-3),Negotiable
BDJ-1258,Sales Data Analyst,Banglalink,Dhaka,50000.0,60000.0,Tk. 50000-60000,2,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-26,careerjet,55000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),50-70k
BDJ-1259,Junior Data Analyst,ACI,Dhaka,,,Negotiable,1,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-13,bdjobs,,1,1,0,0,0,1,0,1,0,Fresher (0-1),Negotiable
BDJ-1260,Data Analyst,Rokomari,Dhaka,,,Negotiable,2,"SQL, Power BI, Excel",MSc,2026-09-04,bdjobs,,1,1,1,0,0,0,0,0,0,Mid (2-3),Negotiable
BDJ-1261,Data Analyst,BRAC Bank,Dhaka,40000.0,60000.0,Tk. 40000-60000,2,"SQL, Python, Tableau, Excel",MSc,2026-08-23,linkedin,50000.0,1,0,1,1,1,0,0,0,0,Mid (2-3),50-70k
BDJ-1262,MIS Executive,Pathao,Chittagong,25000.0,35000.0,Tk. 25000-35000,3,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-15,careerjet,30000.0,1,0,1,0,0,0,1,1,0,Mid (2-3),25-35k
BDJ-1263,MIS Executive,ACI,Dhaka,20000.0,30000.0,Tk. 20000-30000,1,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-27,bdjobs,25000.0,1,0,1,1,1,0,0,0,0,Fresher (0-1),25-35k
BDJ-1264,Junior Data Analyst,Banglalink,Dhaka,25000.0,40000.0,Tk. 25000-40000,3,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-26,bdjobs,32500.0,1,1,1,0,0,0,0,0,0,Mid (2-3),25-35k
BDJ-1265,MIS Executive,Grameenphone,Dhaka,35000.0,45000.0,Tk. 35000-45000,0,"SQL, Power BI, Excel",BBA/MBA,2026-08-17,careerjet,40000.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),35-50k
BDJ-1266,Junior Data Analyst,Daraz,Remote,25000.0,45000.0,Tk. 25000-45000,1,"SQL, Excel, Power BI, Looker",MSc,2026-09-02,linkedin,35000.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),35-50k
BDJ-1267,Data Analyst - Power BI,BRAC Bank,Dhaka,18000.0,28000.0,Tk. 18000-28000,0,"Python, SQL, Statistics, Power BI",MSc,2026-08-05,careerjet,23000.0,1,1,0,1,0,0,0,0,1,Fresher (0-1),15-25k
BDJ-1268,Data Analyst,Foodpanda,Dhaka,25000.0,45000.0,Tk. 25000-45000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-08-17,linkedin,35000.0,1,1,0,0,0,1,0,1,0,Mid (2-3),35-50k
BDJ-1269,Sales Data Analyst,ACI,Dhaka,35000.0,45000.0,Tk. 35000-45000,5,"Python, SQL, Statistics, Power BI",MSc,2026-08-15,careerjet,40000.0,1,1,0,1,0,0,0,0,1,Senior (4+),35-50k
BDJ-1270,Business Intelligence Analyst,Chaldal,Dhaka,40000.0,55000.0,Tk. 40000-55000,4,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-09-06,careerjet,47500.0,1,1,1,0,0,0,0,0,0,Senior (4+),35-50k
BDJ-1271,MIS Executive,Pathao,Dhaka,18000.0,38000.0,Tk. 18000-38000,0,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-08-31,linkedin,28000.0,1,1,0,0,0,1,0,1,0,Fresher (0-1),25-35k
BDJ-1272,BI Analyst,bKash,Dhaka,25000.0,40000.0,Tk. 25000-40000,2,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-18,linkedin,32500.0,1,1,1,0,0,0,0,0,0,Mid (2-3),25-35k
BDJ-1273,Business Intelligence Analyst,Banglalink,Dhaka,,,Negotiable,2,"SQL, Power BI, Excel",BBA/MBA,2026-08-31,careerjet,,1,1,1,0,0,0,0,0,0,Mid (2-3),Negotiable
BDJ-1274,BI Analyst,Banglalink,Dhaka,,,Negotiable,1,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-09-11,careerjet,,1,1,1,0,0,0,0,0,0,Fresher (0-1),Negotiable
BDJ-1275,Data Analyst,Chaldal,Chittagong,20000.0,30000.0,Tk. 20000-30000,5,"SQL, Python, Tableau, Excel",MSc,2026-08-18,bdjobs,25000.0,1,0,1,1,1,0,0,0,0,Senior (4+),25-35k
BDJ-1276,BI Analyst,bKash,Dhaka,25000.0,40000.0,Tk. 25000-40000,2,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-09-15,linkedin,32500.0,1,1,0,0,0,1,0,1,0,Mid (2-3),25-35k
BDJ-1277,Junior Data Analyst,Pathao,Dhaka,50000.0,70000.0,Tk. 50000-70000,3,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-18,careerjet,60000.0,1,0,1,0,0,0,1,1,0,Mid (2-3),50-70k
BDJ-1278,Data Analyst - Power BI,BRAC Bank,Dhaka,50000.0,65000.0,Tk. 50000-65000,4,"SQL, Power BI, Excel",MSc,2026-08-07,linkedin,57500.0,1,1,1,0,0,0,0,0,0,Senior (4+),50-70k
BDJ-1279,Growth Data Analyst,BRAC Bank,Dhaka,40000.0,55000.0,Tk. 40000-55000,0,"SQL, Excel, Power BI, Looker",MSc,2026-08-31,careerjet,47500.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),35-50k
BDJ-1280,BI Analyst,Well Group,Dhaka,18000.0,38000.0,Tk. 18000-38000,2,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-08-07,careerjet,28000.0,1,0,1,1,1,0,0,0,0,Mid (2-3),25-35k
BDJ-1281,Data Analyst - Power BI,Pathao,Dhaka,35000.0,50000.0,Tk. 35000-50000,5,"Excel, SQL, Dashboard, ETL",MSc,2026-08-13,bdjobs,42500.0,1,0,1,0,0,0,1,1,0,Senior (4+),35-50k
BDJ-1282,BI Analyst,Banglalink,Dhaka,25000.0,35000.0,Tk. 25000-35000,2,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-19,careerjet,30000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),25-35k
BDJ-1283,MIS Executive,Foodpanda,Remote,,,Negotiable,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-09-02,linkedin,,1,1,0,0,0,1,0,1,0,Mid (2-3),Negotiable
BDJ-1284,BI Analyst,bKash,Dhaka,35000.0,55000.0,Tk. 35000-55000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-09-15,bdjobs,45000.0,1,1,0,0,0,1,0,1,0,Mid (2-3),35-50k
BDJ-1285,Junior Data Analyst,bKash,Dhaka,35000.0,45000.0,Tk. 35000-45000,5,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-08-07,bdjobs,40000.0,1,1,1,0,0,0,0,0,0,Senior (4+),35-50k
BDJ-1286,MIS Executive,PalmPay,Dhaka,20000.0,40000.0,Tk. 20000-40000,4,"SQL, Python, Tableau, Excel",MSc,2026-08-13,careerjet,30000.0,1,0,1,1,1,0,0,0,0,Senior (4+),25-35k
BDJ-1287,Growth Data Analyst,Grameenphone,Remote,,,Negotiable,0,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-09-10,linkedin,,1,1,0,1,0,0,0,0,1,Fresher (0-1),Negotiable
BDJ-1288,Data Analyst,ACI,Dhaka,,,Negotiable,0,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-21,bdjobs,,1,1,0,0,0,1,0,1,0,Fresher (0-1),Negotiable
BDJ-1289,BI Analyst,Rokomari,Dhaka,50000.0,65000.0,Tk. 50000-65000,4,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-15,careerjet,57500.0,1,1,1,0,0,0,0,0,0,Senior (4+),50-70k
BDJ-1290,Data Analyst - Power BI,Well Group,Dhaka,,,Negotiable,3,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-07,bdjobs,,1,1,0,0,0,1,0,1,0,Mid (2-3),Negotiable
BDJ-1291,MIS Executive,Chaldal,Dhaka,,,Negotiable,1,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-12,careerjet,,1,0,1,1,1,0,0,0,0,Fresher (0-1),Negotiable
BDJ-1292,BI Analyst,bKash,Dhaka,25000.0,40000.0,Tk. 25000-40000,0,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-09,bdjobs,32500.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),25-35k
BDJ-1293,Junior Data Analyst,Well Group,Dhaka,,,Negotiable,0,"SQL, Power BI, Excel",BBA/MBA,2026-08-22,linkedin,,1,1,1,0,0,0,0,0,0,Fresher (0-1),Negotiable
BDJ-1294,BI Analyst,ACI,Dhaka,40000.0,55000.0,Tk. 40000-55000,1,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-09-04,bdjobs,47500.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),35-50k
BDJ-1295,Sales Data Analyst,bKash,Dhaka,,,Negotiable,4,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-09-15,linkedin,,1,0,1,0,0,0,1,1,0,Senior (4+),Negotiable
BDJ-1296,Junior Data Analyst,Daraz,Dhaka,18000.0,38000.0,Tk. 18000-38000,2,"SQL, Power BI, Excel",BBA/MBA,2026-08-25,linkedin,28000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),25-35k
BDJ-1297,Data Analyst,Foodpanda,Dhaka,18000.0,28000.0,Tk. 18000-28000,3,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-08,linkedin,23000.0,1,0,1,1,1,0,0,0,0,Mid (2-3),15-25k
BDJ-1298,BI Analyst,Banglalink,Dhaka,50000.0,65000.0,Tk. 50000-65000,1,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-31,careerjet,57500.0,1,0,1,0,0,0,1,1,0,Fresher (0-1),50-70k
BDJ-1299,BI Analyst,Pathao,Dhaka,,,Negotiable,4,"SQL, Python, Tableau, Excel",BBA/MBA,2026-09-06,bdjobs,,1,0,1,1,1,0,0,0,0,Senior (4+),Negotiable
BDJ-1300,BI Analyst,Well Group,Dhaka,40000.0,60000.0,Tk. 40000-60000,2,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-09-15,linkedin,50000.0,1,1,0,1,0,0,0,0,1,Mid (2-3),50-70k
BDJ-1301,Data Analyst,bKash,Dhaka,50000.0,65000.0,Tk. 50000-65000,0,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-08-03,bdjobs,57500.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),50-70k
BDJ-1302,Business Intelligence Analyst,PalmPay,Dhaka,35000.0,55000.0,Tk. 35000-55000,3,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-09-15,bdjobs,45000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),35-50k
BDJ-1303,Data Analyst,Daraz,Remote,,,Negotiable,3,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-24,linkedin,,1,1,0,1,0,0,0,0,1,Mid (2-3),Negotiable
BDJ-1304,Data Analyst - Power BI,Foodpanda,Dhaka,35000.0,45000.0,Tk. 35000-45000,1,"SQL, Python, Tableau, Excel",BBA/MBA,2026-09-10,linkedin,40000.0,1,0,1,1,1,0,0,0,0,Fresher (0-1),35-50k
BDJ-1305,Junior Data Analyst,Foodpanda,Dhaka,,,Negotiable,3,"Excel, SQL, Dashboard, ETL",MSc,2026-08-04,linkedin,,1,0,1,0,0,0,1,1,0,Mid (2-3),Negotiable
BDJ-1306,MIS Executive,BRAC Bank,Dhaka,,,Negotiable,4,"SQL, Excel, Power BI, Looker",MSc,2026-09-03,careerjet,,1,1,1,0,0,0,0,0,0,Senior (4+),Negotiable
BDJ-1307,Sales Data Analyst,Daraz,Dhaka,25000.0,35000.0,Tk. 25000-35000,3,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-08-04,careerjet,30000.0,1,1,0,1,0,0,0,0,1,Mid (2-3),25-35k
BDJ-1308,Data Analyst - Power BI,Foodpanda,Dhaka,,,Negotiable,5,"Python, SQL, Statistics, Power BI",MSc,2026-09-12,linkedin,,1,1,0,1,0,0,0,0,1,Senior (4+),Negotiable
BDJ-1309,Business Intelligence Analyst,Banglalink,Dhaka,,,Negotiable,2,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-03,bdjobs,,1,0,1,1,1,0,0,0,0,Mid (2-3),Negotiable
BDJ-1310,Data Analyst,Foodpanda,Dhaka,25000.0,40000.0,Tk. 25000-40000,2,"Excel, SQL, Dashboard, ETL",MSc,2026-08-29,bdjobs,32500.0,1,0,1,0,0,0,1,1,0,Mid (2-3),25-35k
BDJ-1311,Junior Data Analyst,Well Group,Dhaka,,,Negotiable,2,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-17,careerjet,,1,1,1,0,0,0,0,0,0,Mid (2-3),Negotiable
BDJ-1312,BI Analyst,Foodpanda,Dhaka,25000.0,35000.0,Tk. 25000-35000,3,"SQL, Power BI, Excel",MSc,2026-09-11,bdjobs,30000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),25-35k
BDJ-1313,Growth Data Analyst,Daraz,Dhaka,18000.0,38000.0,Tk. 18000-38000,1,"SQL, Excel, Power BI, Looker",MSc,2026-09-02,careerjet,28000.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),25-35k
BDJ-1314,MIS Executive,PalmPay,Dhaka,35000.0,55000.0,Tk. 35000-55000,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-09-09,careerjet,45000.0,1,1,0,0,0,1,0,1,0,Mid (2-3),35-50k
BDJ-1315,Data Analyst - Power BI,Foodpanda,Dhaka,50000.0,65000.0,Tk. 50000-65000,1,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-06,careerjet,57500.0,1,1,0,1,0,0,0,0,1,Fresher (0-1),50-70k
BDJ-1316,MIS Executive,Banglalink,Dhaka,,,Negotiable,3,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-17,bdjobs,,1,1,0,0,0,1,0,1,0,Mid (2-3),Negotiable
BDJ-1317,Sales Data Analyst,Foodpanda,Dhaka,20000.0,30000.0,Tk. 20000-30000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-06,linkedin,25000.0,1,1,0,0,0,1,0,1,0,Mid (2-3),25-35k
BDJ-1318,Junior Data Analyst,Well Group,Dhaka,,,Negotiable,5,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-24,careerjet,,1,0,1,0,0,0,1,1,0,Senior (4+),Negotiable
BDJ-1319,Business Intelligence Analyst,Foodpanda,Dhaka,20000.0,30000.0,Tk. 20000-30000,5,"SQL, Excel, Power BI, Looker",MSc,2026-08-08,careerjet,25000.0,1,1,1,0,0,0,0,0,0,Senior (4+),25-35k
BDJ-1320,Junior Data Analyst,ACI,Dhaka,40000.0,55000.0,Tk. 40000-55000,4,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-30,bdjobs,47500.0,1,0,1,1,1,0,0,0,0,Senior (4+),35-50k
BDJ-1321,MIS Executive,Well Group,Dhaka,,,Negotiable,0,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-09-11,bdjobs,,1,0,1,0,0,0,1,1,0,Fresher (0-1),Negotiable
BDJ-1322,BI Analyst,bKash,Chittagong,,,Negotiable,1,"SQL, Power BI, Excel",BBA/MBA,2026-08-24,careerjet,,1,1,1,0,0,0,0,0,0,Fresher (0-1),Negotiable
BDJ-1323,Data Analyst,Well Group,Dhaka,18000.0,33000.0,Tk. 18000-33000,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-29,careerjet,25500.0,1,1,0,0,0,1,0,1,0,Mid (2-3),25-35k
BDJ-1324,Business Intelligence Analyst,PalmPay,Chittagong,50000.0,60000.0,Tk. 50000-60000,5,"Excel, SQL, Dashboard, ETL",MSc,2026-08-29,bdjobs,55000.0,1,0,1,0,0,0,1,1,0,Senior (4+),50-70k
BDJ-1325,Business Intelligence Analyst,Grameenphone,Dhaka,,,Negotiable,1,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-08-27,careerjet,,1,1,0,1,0,0,0,0,1,Fresher (0-1),Negotiable
BDJ-1326,Junior Data Analyst,Rokomari,Dhaka,,,Negotiable,4,"SQL, Power BI, Excel",MSc,2026-09-04,bdjobs,,1,1,1,0,0,0,0,0,0,Senior (4+),Negotiable
BDJ-1327,Data Analyst,Daraz,Dhaka,,,Negotiable,3,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-15,linkedin,,1,0,1,1,1,0,0,0,0,Mid (2-3),Negotiable
BDJ-1328,Data Analyst - Power BI,Grameenphone,Dhaka,,,Negotiable,2,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-19,bdjobs,,1,0,1,0,0,0,1,1,0,Mid (2-3),Negotiable
BDJ-1329,Business Intelligence Analyst,ACI,Chittagong,,,Negotiable,3,"SQL, Power BI, Excel",MSc,2026-09-11,bdjobs,,1,1,1,0,0,0,0,0,0,Mid (2-3),Negotiable
BDJ-1330,Sales Data Analyst,Pathao,Dhaka,35000.0,50000.0,Tk. 35000-50000,3,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-30,bdjobs,42500.0,1,0,1,0,0,0,1,1,0,Mid (2-3),35-50k
BDJ-1331,Junior Data Analyst,Daraz,Dhaka,,,Negotiable,2,"Excel, SQL, Dashboard, ETL",MSc,2026-09-13,linkedin,,1,0,1,0,0,0,1,1,0,Mid (2-3),Negotiable
BDJ-1332,Sales Data Analyst,Pathao,Dhaka,,,Negotiable,2,"SQL, Power BI, Excel",BBA/MBA,2026-09-13,linkedin,,1,1,1,0,0,0,0,0,0,Mid (2-3),Negotiable
BDJ-1333,Business Intelligence Analyst,Foodpanda,Dhaka,50000.0,65000.0,Tk. 50000-65000,1,"Python, SQL, Statistics, Power BI",MSc,2026-08-24,careerjet,57500.0,1,1,0,1,0,0,0,0,1,Fresher (0-1),50-70k
BDJ-1334,Growth Data Analyst,BRAC Bank,Dhaka,25000.0,40000.0,Tk. 25000-40000,0,"SQL, Power BI, Excel",BBA/MBA,2026-09-12,careerjet,32500.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),25-35k
BDJ-1335,Growth Data Analyst,BRAC Bank,Dhaka,50000.0,65000.0,Tk. 50000-65000,0,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-13,careerjet,57500.0,1,0,1,1,1,0,0,0,0,Fresher (0-1),50-70k
BDJ-1336,Growth Data Analyst,Foodpanda,Dhaka,,,Negotiable,4,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-09-15,bdjobs,,1,1,1,0,0,0,0,0,0,Senior (4+),Negotiable
BDJ-1337,Business Intelligence Analyst,Pathao,Dhaka,40000.0,55000.0,Tk. 40000-55000,3,"Excel, SQL, Dashboard, ETL",MSc,2026-08-18,bdjobs,47500.0,1,0,1,0,0,0,1,1,0,Mid (2-3),35-50k
BDJ-1338,Junior Data Analyst,Well Group,Dhaka,,,Negotiable,3,"Excel, SQL, Dashboard, ETL",MSc,2026-09-10,bdjobs,,1,0,1,0,0,0,1,1,0,Mid (2-3),Negotiable
BDJ-1339,Data Analyst - Power BI,PalmPay,Dhaka,,,Negotiable,2,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-09-14,linkedin,,1,1,0,0,0,1,0,1,0,Mid (2-3),Negotiable
BDJ-1340,Junior Data Analyst,Banglalink,Dhaka,25000.0,40000.0,Tk. 25000-40000,4,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-22,bdjobs,32500.0,1,1,1,0,0,0,0,0,0,Senior (4+),25-35k
