job_id,title,company,location,salary_min,salary_max,salary_raw,experience_years,skills_raw,education,posted_date,source
BDJ-1333,Business Intelligence Analyst,Foodpanda,Dhaka,50000,65000,Tk. 50000-65000,1,"Python, SQL, Statistics, Power BI",MSc,2026-08-24,careerjet
BDJ-1334,Growth Data Analyst,BRAC Bank,Dhaka,25000,40000,Tk. 25000-40000,0,"SQL, Power BI, Excel",BBA/MBA,2026-09-12,careerjet
BDJ-1335,Growth Data Analyst,BRAC Bank,Dhaka,50000,65000,Tk. 50000-65000,0,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-13,careerjet
BDJ-1336,Growth Data Analyst,Foodpanda,Dhaka,,,Negotiable,4,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-09-15,bdjobs
BDJ-1337,Business Intelligence Analyst,Pathao,Dhaka,40000,55000,Tk. 40000-55000,3,"Excel, SQL, Dashboard, ETL",MSc,2026-08-18,bdjobs
BDJ-1338,Junior Data Analyst,Well Group,Dhaka,,,Negotiable,3,"Excel, SQL, Dashboard, ETL",MSc,2026-09-10,bdjobs
BDJ-1339,Data Analyst - Power BI,PalmPay,Dhaka,,,Negotiable,2,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-09-14,linkedin
BDJ-1340,Junior Data Analyst,Banglalink,Dhaka,25000,40000,Tk. 25000-40000,4,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-22,bdjobs
BDJ-1341,Growth Data Analyst,PalmPay,Dhaka,,,Negotiable,3,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-06,linkedin
BDJ-1342,BI Analyst,Chaldal,Dhaka,25000,35000,Tk. 25000-35000,2,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-08,careerjet
BDJ-1343,Junior Data Analyst,Well Group,Dhaka,,,Negotiable,2,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-08-17,linkedin
BDJ-1344,BI Analyst,bKash,Dhaka,50000,60000,Tk. 50000-60000,3,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-09-08,careerjet
BDJ-1345,Business Intelligence Analyst,Daraz,Dhaka,35000,50000,Tk. 35000-50000,0,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-09-13,careerjet
BDJ-1346,Sales Data Analyst,Chaldal,Dhaka,50000,65000,Tk. 50000-65000,3,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-31,careerjet
BDJ-1347,Junior Data Analyst,Daraz,Dhaka,35000,50000,Tk. 35000-50000,2,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-31,linkedin
BDJ-1348,Junior Data Analyst,Grameenphone,Chittagong,25000,40000,Tk. 25000-40000,2,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-08-06,bdjobs
BDJ-1349,Junior Data Analyst,PalmPay,Dhaka,35000,50000,Tk. 35000-50000,2,"Python, SQL, Statistics, Power BI",MSc,2026-08-04,linkedin
BDJ-1350,Data Analyst - Power BI,Well Group,Dhaka,25000,40000,Tk. 25000-40000,5,"Python, SQL, Statistics, Power BI",MSc,2026-08-25,bdjobs
BDJ-1351,BI Analyst,Well Group,Dhaka,20000,40000,Tk. 20000-40000,3,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-29,linkedin
BDJ-1352,Business Intelligence Analyst,Chaldal,Dhaka,,,Negotiable,2,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-29,bdjobs
BDJ-1353,BI Analyst,PalmPay,Dhaka,,,Negotiable,3,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-09-02,careerjet
BDJ-1354,Growth Data Analyst,Well Group,Dhaka,,,Negotiable,5,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-20,careerjet
BDJ-1355,Business Intelligence Analyst,ACI,Remote,50000,60000,Tk. 50000-60000,2,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-24,linkedin
BDJ-1356,Growth Data Analyst,Daraz,Dhaka,25000,45000,Tk. 25000-45000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-08-16,careerjet
BDJ-1357,MIS Executive,BRAC Bank,Dhaka,,,Negotiable,4,"Excel, SQL, Dashboard, ETL",MSc,2026-08-25,careerjet
BDJ-1358,MIS Executive,BRAC Bank,Dhaka,35000,45000,Tk. 35000-45000,3,"Excel, SQL, Dashboard, ETL",MSc,2026-08-07,bdjobs
BDJ-1359,Growth Data Analyst,Grameenphone,Dhaka,,,Negotiable,0,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-09-14,bdjobs
BDJ-1360,MIS Executive,Foodpanda,Chittagong,,,Negotiable,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-02,linkedin
BDJ-1361,Data Analyst - Power BI,PalmPay,Dhaka,,,Negotiable,2,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-23,linkedin
BDJ-1362,Junior Data Analyst,bKash,Dhaka,35000,45000,Tk. 35000-45000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-22,bdjobs
BDJ-1363,Data Analyst - Power BI,Daraz,Dhaka,20000,40000,Tk. 20000-40000,4,"SQL, Excel, Power BI, Looker",MSc,2026-08-25,linkedin
BDJ-1364,MIS Executive,Daraz,Dhaka,,,Negotiable,1,"SQL, Python, Tableau, Excel",BBA/MBA,2026-09-02,bdjobs
BDJ-1365,Growth Data Analyst,Grameenphone,Dhaka,18000,38000,Tk. 18000-38000,5,"Excel, SQL, Dashboard, ETL",MSc,2026-08-27,careerjet
BDJ-1366,MIS Executive,Daraz,Dhaka,40000,60000,Tk. 40000-60000,3,"Python, SQL, Statistics, Power BI",MSc,2026-08-06,linkedin
BDJ-1367,MIS Executive,Chaldal,Dhaka,25000,40000,Tk. 25000-40000,0,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-09-01,careerjet
BDJ-1368,Growth Data Analyst,Grameenphone,Dhaka,18000,33000,Tk. 18000-33000,2,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-09-04,careerjet
BDJ-1369,Data Analyst - Power BI,Grameenphone,Chittagong,20000,35000,Tk. 20000-35000,2,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-18,bdjobs
BDJ-1370,Data Analyst - Power BI,Chaldal,Dhaka,,,Negotiable,3,"SQL, Power BI, Excel",MSc,2026-08-19,linkedin
BDJ-1371,Data Analyst,bKash,Dhaka,25000,35000,Tk. 25000-35000,0,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-08-06,careerjet
BDJ-1372,Data Analyst,Rokomari,Dhaka,,,Negotiable,2,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-09-03,careerjet
BDJ-1373,BI Analyst,Chaldal,Dhaka,35000,45000,Tk. 35000-45000,2,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-08-04,linkedin
BDJ-1374,MIS Executive,Rokomari,Dhaka,,,Negotiable,5,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-09-01,bdjobs
BDJ-1375,Growth Data Analyst,Rokomari,Dhaka,,,Negotiable,5,"Python, SQL, Statistics, Power BI",MSc,2026-09-13,careerjet
BDJ-1376,MIS Executive,Daraz,Dhaka,,,Negotiable,0,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-08-18,bdjobs
BDJ-1377,Data Analyst,Well Group,Dhaka,18000,33000,Tk. 18000-33000,5,"Python, SQL, Statistics, Power BI",MSc,2026-09-09,careerjet
BDJ-1378,Data Analyst,Foodpanda,Dhaka,35000,55000,Tk. 35000-55000,1,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-09-13,careerjet
BDJ-1379,BI Analyst,Foodpanda,Dhaka,20000,30000,Tk. 20000-30000,1,"SQL, Power BI, Excel",MSc,2026-08-02,careerjet
BDJ-1380,Data Analyst,Foodpanda,Dhaka,35000,55000,Tk. 35000-55000,2,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-05,linkedin
BDJ-1381,Junior Data Analyst,Banglalink,Dhaka,35000,55000,Tk. 35000-55000,5,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-06,bdjobs
BDJ-1382,Junior Data Analyst,ACI,Dhaka,40000,60000,Tk. 40000-60000,0,"SQL, Python, Tableau, Excel",MSc,2026-09-05,bdjobs
BDJ-1383,BI Analyst,bKash,Dhaka,,,Negotiable,3,"SQL, Power BI, Excel",MSc,2026-08-27,bdjobs
BDJ-1384,Growth Data Analyst,Foodpanda,Dhaka,25000,40000,Tk. 25000-40000,1,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-09-09,bdjobs
BDJ-1385,Business Intelligence Analyst,Daraz,Dhaka,,,Negotiable,0,"SQL, Excel, Power BI, Looker",MSc,2026-08-31,careerjet
BDJ-1386,Business Intelligence Analyst,PalmPay,Dhaka,35000,50000,Tk. 35000-50000,0,"Python, SQL, Statistics, Power BI",MSc,2026-08-19,careerjet
BDJ-1387,Junior Data Analyst,Daraz,Dhaka,,,Negotiable,2,"SQL, Power BI, Excel",BBA/MBA,2026-08-31,bdjobs
BDJ-1388,Data Analyst - Power BI,ACI,Dhaka,35000,50000,Tk. 35000-50000,4,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-09-15,bdjobs
BDJ-1389,Sales Data Analyst,Rokomari,Dhaka,20000,40000,Tk. 20000-40000,0,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-08-10,bdjobs
BDJ-1390,Sales Data Analyst,Well Group,Dhaka,20000,40000,Tk. 20000-40000,3,"SQL, Python, Tableau, Excel",MSc,2026-08-26,linkedin
BDJ-1391,Business Intelligence Analyst,Pathao,Dhaka,,,Negotiable,5,"SQL, Power BI, Excel",BBA/MBA,2026-08-06,bdjobs
BDJ-1392,Data Analyst,Grameenphone,Chittagong,,,Negotiable,4,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-08-29,careerjet
BDJ-1393,Junior Data Analyst,BRAC Bank,Dhaka,,,Negotiable,5,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-29,bdjobs
BDJ-1394,Growth Data Analyst,Banglalink,Dhaka,18000,28000,Tk. 18000-28000,2,"Python, SQL, Statistics, Power BI",MSc,2026-08-22,careerjet
BDJ-1395,MIS Executive,bKash,Remote,,,Negotiable,4,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-09-09,bdjobs
BDJ-1396,Sales Data Analyst,Banglalink,Dhaka,50000,70000,Tk. 50000-70000,5,"Excel, SQL, Dashboard, ETL",MSc,2026-08-31,linkedin
BDJ-1397,Sales Data Analyst,Chaldal,Dhaka,50000,60000,Tk. 50000-60000,5,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-08-13,bdjobs
BDJ-1398,MIS Executive,Foodpanda,Dhaka,50000,60000,Tk. 50000-60000,4,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-09-02,careerjet
BDJ-1399,Data Analyst,Daraz,Dhaka,40000,60000,Tk. 40000-60000,5,"Python, SQL, Statistics, Power BI",MSc,2026-08-22,bdjobs
BDJ-1400,Business Intelligence Analyst,Pathao,Dhaka,35000,55000,Tk. 35000-55000,1,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-03,linkedin
BDJ-1401,MIS Executive,PalmPay,Chittagong,,,Negotiable,1,"SQL, Excel, Power BI, Looker",MSc,2026-08-05,linkedin
BDJ-1402,MIS Executive,BRAC Bank,Chittagong,,,Negotiable,1,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-27,linkedin
BDJ-1403,Growth Data Analyst,bKash,Dhaka,50000,70000,Tk. 50000-70000,2,"SQL, Power BI, Excel",BBA/MBA,2026-09-05,careerjet
BDJ-1404,MIS Executive,Grameenphone,Dhaka,50000,65000,Tk. 50000-65000,4,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-23,bdjobs
BDJ-1405,Sales Data Analyst,PalmPay,Sylhet,18000,33000,Tk. 18000-33000,2,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-26,linkedin
BDJ-1406,BI Analyst,bKash,Dhaka,25000,40000,Tk. 25000-40000,2,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-09-07,careerjet
BDJ-1407,Growth Data Analyst,BRAC Bank,Chittagong,,,Negotiable,4,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-25,bdjobs
BDJ-1408,Growth Data Analyst,Chaldal,Remote,25000,35000,Tk. 25000-35000,3,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-19,linkedin
BDJ-1409,MIS Executive,Chaldal,Dhaka,40000,55000,Tk. 40000-55000,3,"SQL, Power BI, Excel",MSc,2026-09-15,careerjet
BDJ-1410,Data Analyst,Grameenphone,Remote,20000,40000,Tk. 20000-40000,5,"SQL, Excel, Power BI, Looker",MSc,2026-09-12,bdjobs
BDJ-1411,Junior Data Analyst,Foodpanda,Dhaka,20000,30000,Tk. 20000-30000,2,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-08-23,careerjet
BDJ-1412,Junior Data Analyst,Chaldal,Dhaka,35000,55000,Tk. 35000-55000,4,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-28,careerjet
BDJ-1413,Data Analyst,Well Group,Dhaka,20000,35000,Tk. 20000-35000,5,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-09-12,linkedin
BDJ-1414,Junior Data Analyst,Chaldal,Dhaka,25000,45000,Tk. 25000-45000,0,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-31,linkedin
BDJ-1415,Business Intelligence Analyst,Foodpanda,Dhaka,50000,65000,Tk. 50000-65000,2,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-06,careerjet
BDJ-1416,Data Analyst,Chaldal,Dhaka,25000,45000,Tk. 25000-45000,2,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-29,bdjobs
BDJ-1417,Growth Data Analyst,Rokomari,Dhaka,35000,55000,Tk. 35000-55000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-08-07,careerjet
BDJ-1418,Junior Data Analyst,bKash,Dhaka,25000,40000,Tk. 25000-40000,3,"SQL, Excel, Power BI, Looker",MSc,2026-09-13,linkedin
BDJ-1419,Sales Data Analyst,Grameenphone,Dhaka,25000,40000,Tk. 25000-40000,5,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-16,linkedin
BDJ-1420,Growth Data Analyst,Daraz,Remote,40000,50000,Tk. 40000-50000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-15,linkedin
BDJ-1421,Growth Data Analyst,bKash,Dhaka,50000,60000,Tk. 50000-60000,2,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-06,bdjobs
BDJ-1422,Growth Data Analyst,Daraz,Dhaka,,,Negotiable,2,"SQL, Python, Tableau, Excel",MSc,2026-08-19,careerjet
BDJ-1423,MIS Executive,Daraz,Dhaka,,,Negotiable,5,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-02,linkedin
BDJ-1424,BI Analyst,BRAC Bank,Dhaka,18000,33000,Tk. 18000-33000,0,"SQL, Excel, Power BI, Looker",MSc,2026-08-10,linkedin
BDJ-1425,Data Analyst - Power BI,BRAC Bank,Dhaka,35000,45000,Tk. 35000-45000,1,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-28,bdjobs
BDJ-1426,MIS Executive,Well Group,Dhaka,35000,45000,Tk. 35000-45000,1,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-09-04,bdjobs
BDJ-1427,BI Analyst,Pathao,Dhaka,,,Negotiable,0,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-08,bdjobs
BDJ-1428,Data Analyst - Power BI,Banglalink,Dhaka,20000,40000,Tk. 20000-40000,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-09-07,bdjobs
BDJ-1429,MIS Executive,bKash,Dhaka,,,Negotiable,3,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-12,linkedin
BDJ-1430,Growth Data Analyst,Chaldal,Dhaka,50000,70000,Tk. 50000-70000,2,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-28,linkedin
BDJ-1431,Data Analyst - Power BI,bKash,Dhaka,40000,50000,Tk. 40000-50000,3,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-20,careerjet
BDJ-1432,Data Analyst,Foodpanda,Dhaka,,,Negotiable,0,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-08-22,careerjet
BDJ-1433,Data Analyst - Power BI,PalmPay,Dhaka,,,Negotiable,5,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-09-01,careerjet
BDJ-1434,BI Analyst,bKash,Dhaka,25000,40000,Tk. 25000-40000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-22,bdjobs
BDJ-1435,Growth Data Analyst,Pathao,Dhaka,18000,33000,Tk. 18000-33000,0,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-08-03,careerjet
BDJ-1436,Data Analyst - Power BI,Banglalink,Dhaka,40000,50000,Tk. 40000-50000,0,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-09-01,careerjet
BDJ-1437,Growth Data Analyst,Banglalink,Dhaka,50000,60000,Tk. 50000-60000,3,"SQL, Excel, Power BI, Looker",MSc,2026-08-03,careerjet
BDJ-1438,Junior Data Analyst,Rokomari,Dhaka,18000,28000,Tk. 18000-28000,4,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-09-07,bdjobs
BDJ-1439,Sales Data Analyst,Chaldal,Dhaka,40000,60000,Tk. 40000-60000,3,"SQL, Power BI, Excel",BBA/MBA,2026-08-08,linkedin
BDJ-1440,Junior Data Analyst,bKash,Dhaka,18000,28000,Tk. 18000-28000,2,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-19,linkedin
BDJ-1441,Junior Data Analyst,Foodpanda,Dhaka,,,Negotiable,3,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-09-15,bdjobs
BDJ-1442,Growth Data Analyst,Banglalink,Dhaka,18000,33000,Tk. 18000-33000,0,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-20,careerjet
BDJ-1443,Business Intelligence Analyst,Chaldal,Dhaka,,,Negotiable,5,"SQL, Python, Tableau, Excel",BBA/MBA,2026-09-01,careerjet
BDJ-1444,MIS Executive,BRAC Bank,Dhaka,20000,30000,Tk. 20000-30000,2,"Python, SQL, Statistics, Power BI",MSc,2026-09-02,bdjobs
BDJ-1445,Data Analyst - Power BI,Rokomari,Dhaka,40000,50000,Tk. 40000-50000,5,"SQL, Power BI, Excel",BBA/MBA,2026-08-27,bdjobs
BDJ-1446,Sales Data Analyst,Chaldal,Dhaka,,,Negotiable,3,"SQL, Power BI, Excel",MSc,2026-09-04,bdjobs
BDJ-1447,Data Analyst - Power BI,Foodpanda,Chittagong,18000,33000,Tk. 18000-33000,4,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-03,careerjet
BDJ-1448,Sales Data Analyst,Grameenphone,Dhaka,40000,50000,Tk. 40000-50000,2,"SQL, Excel, Power BI, Looker",MSc,2026-08-07,linkedin
BDJ-1449,Junior Data Analyst,ACI,Dhaka,40000,60000,Tk. 40000-60000,4,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-09-12,bdjobs
BDJ-1450,MIS Executive,PalmPay,Dhaka,35000,50000,Tk. 35000-50000,2,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-07,careerjet
BDJ-1451,BI Analyst,Well Group,Dhaka,18000,33000,Tk. 18000-33000,3,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-15,bdjobs
BDJ-1452,Junior Data Analyst,Foodpanda,Dhaka,20000,35000,Tk. 20000-35000,3,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-09-12,bdjobs
BDJ-1453,Data Analyst,Foodpanda,Remote,20000,40000,Tk. 20000-40000,2,"SQL, Excel, Power BI, Looker",MSc,2026-08-21,linkedin
BDJ-1454,MIS Executive,Daraz,Dhaka,,,Negotiable,3,"SQL, Power BI, Excel",MSc,2026-08-12,bdjobs
BDJ-1455,Data Analyst - Power BI,PalmPay,Dhaka,20000,35000,Tk. 20000-35000,2,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-08,careerjet
BDJ-1456,Data Analyst - Power BI,bKash,Dhaka,,,Negotiable,3,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-28,bdjobs
BDJ-1457,BI Analyst,Banglalink,Dhaka,18000,33000,Tk. 18000-33000,3,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-09-14,bdjobs
BDJ-1458,Growth Data Analyst,Foodpanda,Dhaka,35000,50000,Tk. 35000-50000,2,"Excel, SQL, Dashboard, ETL",MSc,2026-09-04,careerjet
BDJ-1459,Sales Data Analyst,PalmPay,Dhaka,25000,45000,Tk. 25000-45000,0,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-15,careerjet
BDJ-1460,MIS Executive,Daraz,Dhaka,20000,35000,Tk. 20000-35000,4,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-31,careerjet
BDJ-1461,BI Analyst,Chaldal,Dhaka,40000,60000,Tk. 40000-60000,2,"SQL, Power BI, Excel",BBA/MBA,2026-09-13,linkedin
BDJ-1462,BI Analyst,ACI,Dhaka,,,Negotiable,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-12,careerjet
BDJ-1463,BI Analyst,Pathao,Dhaka,20000,35000,Tk. 20000-35000,4,"Python, SQL, Statistics, Power BI",MSc,2026-08-03,linkedin
BDJ-1464,BI Analyst,bKash,Dhaka,40000,55000,Tk. 40000-55000,3,"SQL, Power BI, Excel",BBA/MBA,2026-09-04,bdjobs
BDJ-1465,BI Analyst,BRAC Bank,Dhaka,,,Negotiable,2,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-08-02,bdjobs
BDJ-1466,Sales Data Analyst,BRAC Bank,Dhaka,25000,45000,Tk. 25000-45000,3,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-11,careerjet
BDJ-1467,Data Analyst - Power BI,Rokomari,Chittagong,20000,40000,Tk. 20000-40000,4,"Python, SQL, Statistics, Power BI",MSc,2026-08-26,linkedin
BDJ-1468,BI Analyst,Foodpanda,Dhaka,40000,50000,Tk. 40000-50000,4,"SQL, Excel, Power BI, Looker",MSc,2026-08-10,linkedin
BDJ-1469,Data Analyst - Power BI,Well Group,Dhaka,,,Negotiable,0,"SQL, Power BI, Excel",BBA/MBA,2026-09-13,linkedin
BDJ-1470,Data Analyst,Grameenphone,Dhaka,25000,45000,Tk. 25000-45000,5,"Excel, SQL, Dashboard, ETL",MSc,2026-09-08,careerjet
BDJ-1471,Data Analyst - Power BI,Well Group,Dhaka,40000,55000,Tk. 40000-55000,3,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-09,careerjet
BDJ-1472,Junior Data Analyst,Rokomari,Remote,40000,60000,Tk. 40000-60000,1,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-30,linkedin
BDJ-1473,BI Analyst,Pathao,Dhaka,20000,35000,Tk. 20000-35000,5,"SQL, Python, Tableau, Excel",BBA/MBA,2026-09-02,careerjet
BDJ-1474,BI Analyst,Daraz,Chittagong,40000,60000,Tk. 40000-60000,3,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-25,linkedin
BDJ-1475,Data Analyst,Banglalink,Remote,,,Negotiable,0,"Python, SQL, Statistics, Power BI",MSc,2026-09-04,linkedin
BDJ-1476,Junior Data Analyst,ACI,Dhaka,40000,60000,Tk. 40000-60000,2,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-09,linkedin
BDJ-1477,BI Analyst,Rokomari,Dhaka,50000,60000,Tk. 50000-60000,3,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-28,bdjobs
BDJ-1478,Junior Data Analyst,Foodpanda,Dhaka,35000,45000,Tk. 35000-45000,1,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-08,careerjet
BDJ-1479,Junior Data Analyst,Grameenphone,Dhaka,,,Negotiable,5,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-09-05,linkedin
BDJ-1480,BI Analyst,Chaldal,Remote,50000,65000,Tk. 50000-65000,1,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-24,linkedin
BDJ-1481,Growth Data Analyst,PalmPay,Dhaka,,,Negotiable,4,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-08-04,bdjobs
BDJ-1482,Data Analyst,Grameenphone,Dhaka,,,Negotiable,0,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-25,careerjet
BDJ-1483,Business Intelligence Analyst,Rokomari,Dhaka,,,Negotiable,5,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-14,bdjobs
BDJ-1484,Business Intelligence Analyst,PalmPay,Dhaka,35000,50000,Tk. 35000-50000,4,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-21,bdjobs
BDJ-1485,Business Intelligence Analyst,ACI,Dhaka,35000,55000,Tk. 35000-55000,1,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-09-04,careerjet
BDJ-1486,Junior Data Analyst,Banglalink,Dhaka,18000,38000,Tk. 18000-38000,1,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-09-07,bdjobs
BDJ-1487,Junior Data Analyst,Grameenphone,Dhaka,50000,60000,Tk. 50000-60000,5,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-14,careerjet
BDJ-1488,Sales Data Analyst,Foodpanda,Dhaka,35000,55000,Tk. 35000-55000,3,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-14,linkedin
BDJ-1489,Business Intelligence Analyst,Grameenphone,Dhaka,,,Negotiable,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-09-02,bdjobs
BDJ-1490,Business Intelligence Analyst,Chaldal,Dhaka,25000,45000,Tk. 25000-45000,1,"SQL, Power BI, Excel",BBA/MBA,2026-08-14,bdjobs
BDJ-1491,Sales Data Analyst,Pathao,Dhaka,,,Negotiable,4,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-08-05,linkedin
BDJ-1492,Data Analyst,Rokomari,Dhaka,,,Negotiable,4,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-09-01,careerjet
BDJ-1493,Data Analyst - Power BI,Banglalink,Dhaka,35000,45000,Tk. 35000-45000,5,"SQL, Power BI, Excel",BBA/MBA,2026-08-10,linkedin
BDJ-1494,Business Intelligence Analyst,ACI,Dhaka,,,Negotiable,4,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-09-13,linkedin
BDJ-1495,Data Analyst,Daraz,Chittagong,20000,35000,Tk. 20000-35000,4,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-21,careerjet
BDJ-1496,Growth Data Analyst,Banglalink,Dhaka,,,Negotiable,4,"Python, SQL, Statistics, Power BI",MSc,2026-08-15,careerjet
BDJ-1497,Data Analyst,Rokomari,Dhaka,50000,65000,Tk. 50000-65000,2,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-09-14,linkedin
